channel_id,channel_title,playlist_id,video_id,category_id,published_at,title,description,thumbnail,view_count,like_count,favorite_count,comment_count,tags
UC7Salpby0j6OMBa5ZxVHoPw,Kâzım Güleçyüz,,56MhOQPG4JI,22,2022-10-23T07:00:03Z,Soru-Cevap #104: Kader iradeyi elimizden alır mı?,,https://i.ytimg.com/vi/56MhOQPG4JI/default.jpg,880.0,93.0,0,15.0,
UCa1_vNx2yAQzFnQWNajUHtg,The CJ Werleman Show,,WOqpa1Msx7o,25,2022-09-27T03:47:30Z,"[EXPOSED]: Muslims Used as ""Cannon Fodder"" in Ukraine War","Please help me counter injustices in the Muslim world by supporting my journalism and CJWS on Patreon here: https://www.patreon.com/cjwerleman

or via YouTube here: https://www.youtube.com/channel/UCa1_vNx2yAQzFnQWNajUHtg/join

One time donations can be made here: https://www.paypal.me/cjwerleman

We can't sustain, improve and grow this program without your help. Thank you!

[NB: YouTube has restricted our show to limited or zero advertisements because it claims our content is too ""controversial"" (i.e. we expose US, Indian and Israeli human rights violations), which means we are totally dependent on the generosity of our supporters]",https://i.ytimg.com/vi/WOqpa1Msx7o/default.jpg,21229.0,2394.0,0,325.0,"Ukraine war,chechnya,chechen,dagestan,mobilzation,russian conscription,islam,muslim"
UC4K6wGpkxrItjPLl18oRlYQ,Alessandro Di Battista,,nguWd8NOT7Y,25,2021-11-28T21:21:58Z,Il mio intervento a Taviano durante il tour #SuLaTesta!,"Se non l'hai ancora fatto, iscriviti al mio canale su YouTube!

Seguimi sui social
Facebook: https://www.facebook.com/dibattista.alessandro
Instagram: https://www.instagram.com/aledibattista/
Twitter: https://twitter.com/ale_dibattista

Trovi qui il mio ultimo libro ""Contro!"" 👉 https://www.paperfirst.it/libri/contro/",https://i.ytimg.com/vi/nguWd8NOT7Y/default.jpg,6257.0,685.0,0,78.0,"Politica,Politica italiana,Governo Draghi,Draghi,Di Battista,Dibba,Alessandro Di Battista,MoVimento 5 Stelle,M5S,Taviano,#SuLaTesta,Barbara Lezzi,Lecce,Puglia"
UCueFlCvu9XJI3EbK5s5ocWA,青山繁晴チャンネル・ぼくらの国会,,LV97q8SDZUk,25,2022-10-17T14:21:38Z,【ぼくらの国会・第413回】ニュースの尻尾「安倍さん暗殺 警察が“脅迫”」,"「ニュースの尻尾」372回目は、安倍元総理暗殺事件を追及していて”脅迫”を受けた件のその後について、お話ししております。

出演：青山繁晴（参議院議員）
　　　増野優斗（青山繁晴事務所 学生インターン）

▽現在、独立講演会のお申込みの受付は行っておりません。
https://shiaoyama.com/howto/index.php#howto02

▽自由民主党への入党を新たに希望される方は、以下のURLから必要事項を記載し申込みをして下さい。
https://forms.gle/RSeWBxrfTKzs1HqH6

▽青山繁晴公式ウェブサイト
https://aoyama-shigeharu.jp/

▽青山繁晴の道すがらエッセイ／On the Road.
https://shiaoyama.com/

▽本チャンネルの広告収入は、チャンネル運営会社の運営費に充てられており、青山繁晴参議院議員は受け取っておりません。また、表示される広告内容は、YouTube側でプログラムされるものであり、本チャンネルとは一切関係ありません。

▽【字幕自動生成について】YouTubeの画面に字幕が出て見づらいとのお問い合わせがあります。これはYouTubeの動画プレイヤーにある「字幕自動生成ボタン」が何らかの理由でオンになっている状態ですので、動画画面の字幕ボタンでオフに切り替えていただければ字幕は消えます。ボタンはスマホの場合は「CC」と表示されています。パソコンの場合は、「字幕(C)」ボタンです。詳しくは下記をご参照ください。
https://support.google.com/youtube/answer/100078?hl=ja&co=GENIE.Platform%3DDesktop

▽【お知らせ】現在、動画の低評価数が非表示となっておりますが、これはYouTube本体がハラスメント対策として昨年11月半ばから講じたものであり、本チャンネルの方針や措置ではありません。

▽エンディングの曲について
曲名：Are U Man Enough
作曲：Olive Musique
購入は以下より
https://www.premiumbeat.com/royalty-free-tracks/are-u-man-enough

#安倍元総理 #警察庁 #青山繁晴",https://i.ytimg.com/vi/LV97q8SDZUk/default.jpg,691674.0,29148.0,0,1533.0,"青山繁晴,安倍元総理,奈良県立医科大学,検察,警察庁,司法解剖,検死,山上容疑者,鑑定留置,奈良県議会,奈良県警,銃撃事件,SP,要人警護,警備体制,事件捜査,盲管銃創,弾丸,銃弾,形式主義,護る会,日本の尊厳と国益を護る会,誰があなたを護るのか,不安の時代の皇,わたしは灰猫,夜想交叉路,ぼくらの選択,国葬"
UCPBfDdvTBToCokWDyW5yq0g,のっさんandハギ丸のラジオBOY,,xFDVW_JsX94,24,2022-04-06T06:47:52Z,4/5 (火)OA 『のっさんの格好付けバイクとクラブの恥!!』【のっさんとハギ丸のRadioBOY!!】,"4/5 (火)OA 『のっさんの格好付けバイクとクラブの恥!!』【のっさんとハギ丸のRadioBOY!!】
のっさんが、クールに見せようと格好付けていた学生時代の爆笑エピソードを披露

【挿入歌】Tac - 1st album｢デミアン｣ https://linkco.re/PngHYtH9?lang=ja
【Tac動画】
Tac - album｢デミアン｣Music Video再生リストhttps://www.youtube.com/playlist?list=PL6BEmG7q2EiIFfRZCULHWMGhmlRZeKvkn

Broadcasted live on Twitch -- Watch live at https://www.twitch.tv/radio_boy__123",https://i.ytimg.com/vi/xFDVW_JsX94/default.jpg,35.0,1.0,0,0.0,"のっさんとハギ丸のRadioBOY!!,のっさん,ハギ丸,Nossan,Tac,デミアン"
UC0LmOPmnPcvRqVcjgDIy2sw,Anwaar-E-Elahi  (Let's think differently),,fVBsbiWCLoA,27,2022-07-17T07:43:09Z,#Rhino is flourishing in #India. #Rhinoceros #Assam #WildLife #AnimalLovers #Shorts,#Assam #India #KazirangaNationalPark #Tourism #Rhinoceros #WildLife #Poaching #Pochers,https://i.ytimg.com/vi/fVBsbiWCLoA/default.jpg,99.0,8.0,0,0.0,
UCCDBoR9fHb21bLH7FGvFrQg,The Blocknet,,e5twgs-7qvg,28,2020-10-20T10:53:41Z,Introducing XLite Wallet,"Visit https://xlitewallet.com to find out more about the lightweight, decentralized, multi-asset wallet powered by Blocknet.

Securely store and manage your cryptocurrencies and trade with the only Block DX compatible lite wallet!

https://xlitewallet.com
https://twitter.com/XLiteWallet",https://i.ytimg.com/vi/e5twgs-7qvg/default.jpg,730.0,45.0,0,6.0,
UCizHJFkQKCw8LcHNefxrAfg,Anna Meline,,Hlrvpaw0DWE,10,2022-07-21T22:09:49Z,Anna Meline - Some of Me,"I would like to direct a special thank you to the couple who let me film on their private lake house bridge. Thank you for being so kind and open hearted to a Swedish girl standing there with her guitar and camera, near the oh-so-beautiful but very privatised lake. 

Mainly filmed at Attersee, Traunsee and Faaker see (Austria). 

Website: http://annamelinemusic.com
Facebook: http://facebook.com/annameline 
Instagram: https://www.instagram.com/annameline/
Twitter: https://twitter.com/AnnaMelineMusic

Get it on Amazon: https://amzn.to/3B8JG9n

© 2022 Anna Meline. All Rights Reserved.

Lyrics

mm, ooh

I'm sitting in the corner
Smiling awkwardly
Glancing at you
One second or two
I'm trying not to stare
I know it would be rude
But what can I do
I know you want, want me too 
mm, want me too, ooh

I feel I can see clearly now
Or more of that, as I'm writing this down 
I closed that chapter, I walked away 
From you, the cold, and some of me

I know it's over, I say we're done
We shouldn't come closer, as we were that time
It was magic in the air somehow
And I couldn't resist feeling that

mm, ooh

You texted too, I didn't answer
It's self preservation, to leave you waiting
Those emails went unanswered too
As winter came, our distance grew 
ooh, our distance grew
mm, our distance grew, ooh

I feel I can see clearly now
Or more of that, as I'm writing this down 
I closed that chapter, I walked away
From you, the cold, and some of me
From you, the cold, and some of me

I feel I can see clearly now
Or more of that, as I'm writing this down
I closed that chapter, I walked away
From you, the cold, and some of me
From you, the cold, and some of me",https://i.ytimg.com/vi/Hlrvpaw0DWE/default.jpg,1416.0,53.0,0,26.0,
UCUDVm-ecuJ8XHoP_mNKbt9w,Jorge Auristondo,,HmRKAIN2-DM,1,2022-10-17T08:54:59Z,Tema musical de The Muppets Show reinventado en la hilarante parodia de Liz Truss,Tema musical de The Muppets Show reinventado en la hilarante parodia de Liz Truss,https://i.ytimg.com/vi/HmRKAIN2-DM/default.jpg,4763.0,60.0,0,1.0,"Liz Truss,Boris Johnson,Reino Unido,política internacional,humor,humor inglés,noticias,actualidad,partido conservador,Inglaterra,economía"
UCEog2Eq1kUpwx92qLgW8MJA,ASTRORICO225,,8IcIOKx0DqU,10,2011-09-21T21:58:10Z,Dhat Fam-BAR JUICE-directed by Astro Rico & Doe Doe,"DHAT JIGGA CITY PREMIERE!!!!!! ""Bar Juice"" performed by: Blue Black & Lil Gus - directed by: Astro Rico & Doe Doe",https://i.ytimg.com/vi/8IcIOKx0DqU/default.jpg,259532.0,1098.0,0,90.0,"Dhat,Fam,BAR,JUICE,directed,by,Astro,Rico,Doe,lil,gus,blue,black,wne,baton,rouge,louisiana,new,orleans,atlanta,memphis,houston,dallas,los,angles,vegas,chicago,miami,nyc,boston,orlando,south,southside,dirty,street,money,swag,hood,boosie,webbie,nussie,young,live,rap,drum,wayne,mob,bass,jungle,drake,records,texas"
UC3yE3Y_YuzJf2mUA88PAwWg,Oścista Ryba,,4y0CSXZVA7Y,27,2016-03-25T16:18:06Z,Czy Jezus jest prawdziwym Mesjaszem? - Oścista Ryba,"Czy znasz proroctwa dotyczące Jezusa? Czy się wypełniły?
Na ile wiarygodne jest Pismo Święte?
Co robiłem w Jerozolimie?

Subskrybuj: http://www.youtube.com/user/OscistaRy...
Facebook:  https://www.facebook.com/OscistaRyba
Instagram: https://www.instagram.com/oscisty/
Snapchat: Oscisty

Posłuchaj Dobrej Nowiny na Wielkanoc :)

Zobacz poprzednie odcinki:
Czy można ufać Biblii? - https://www.youtube.com/watch?v=nev0Q...
Czy Jezus w ogóle istniał? - https://www.youtube.com/watch?v=fwi3Q...

Dlaczego Żydzi nie wierzą w Jezusa (sonda uliczna): https://www.youtube.com/watch?v=UCUxT...

Podziękowania dla Marka (prowadzący kanał ""Kilka Minut Dobrych Wiadomości""), dzięki któremu wyjechałem do Izraela: https://www.youtube.com/user/pastormarek

W tym odcinku zostały wykorzystane materiały z:
Filmu ""Son of God"" (2014) reż. C. Spencer oraz ""The Passion of the Christ"" (2004) reż. M.Gibson.

Muzyka pobrana z biblioteki www.epidemicsound.com
Arabian Nights 1/15 - Magnus Ringblom
Desert Mist - Stefan Netsman
Victory Themes 9 - Magnus Ringblom
Inspirational and Uplifitng 1 - Gavin Luke 
Subtle Moods 3 - Jan Bjork
Resurrection - John Debney",https://i.ytimg.com/vi/4y0CSXZVA7Y/default.jpg,21844.0,718.0,0,95.0,"Jezus Chrystus,Jezus,Oścista Ryba,Mesjasz,Proroctwa,Święta Wielkanocne,Wielkanoc,Chrześcijaństwo,Religia,Jerozolima,Żydzi,Żyd,Izrael,chrześcijani,papież,oscista ryba,apologetyka,Biblia,Pismo Świete,Baranek Wielkanocny,Święta,Pan Jezus,ewangelia,Mesajah,na wielkanoc,dobra nowina,nawrócony"
UCaszgR2TH3qNw_CxLHAd2SQ,Imran Riaz Khan,,yG862nWxtxc,25,2022-10-15T02:45:09Z,حکومت گھر جانے کو تیار، مقتدر حلقوں کا اشارہ | Imran Riaz Khan latest |,"شہباز شریف نے پاکستان کو دیوالیہ کر دیا، امریکا سے بھی گواہی آ گئی. حکومت گھر جانے کو تیار، مقتدر حلقوں کا اشارہ. خیبر سے کراچی تک کپتان ہی کپتان. تفصیل جانیے عمران ریاض خان کے وی لاگ میں
#imranriazkhan #imrankhan #ShahbazSharif",https://i.ytimg.com/vi/yG862nWxtxc/default.jpg,853247.0,63381.0,0,3299.0,"imran khan,imran riaz khan,imran riaz khan channel,imran riaz khan youtube channel,imran riaz khan youtube,imran khan youtube channel,imran riaz khan latest,imran khan live,imran riaz khan latest news,imran khan pti,imran riaz khan channel show,imran khan news,anchor imran riaz khan,imran riaz khan news,imran riaz khan show,imran riaz youtube channel,imran khan latest news,imran riaz khan updates,imran riaz"
UCF2Oy5c7T1R_4s1skNO0TwQ,High Intensity Health,,SPYO5tAtKx8,27,2022-10-09T14:45:02Z,"The Spike Protein Isn't Benign, New Study Finds","Get this shirt: https://bit.ly/natty-immunity-tee
Use code podcast at checkout to save

Crush your next workout and support your Intermittent Fasting lifestyle with the Electrolyte + Creatine Combo by MYOXCIENCE : https://bit.ly/electrolyte-stix 
Use code podcast at checkout to save

Links to research: https://bit.ly/3yvWGnq

------------Sleep & Camera Tools You NEED!-----------------------

Best Low Carb Snacks: https://bit.ly/Carnivore-Crisps

Best Sleep Mask: http://bit.ly/2AIVbDV

Blue Blocking Glasses: http://bit.ly/blueblox

Best Mouth Tape (Nexcare): https://amzn.to/31qJayh

NeilMed Nasal Wash Kit https://amzn.to/3EUQaYE

Breath Right Strips: https://amzn.to/31t5VSl

A Metabolism Book Should Have:https://amzn.to/2jUiAh5


-----------------------------------------Show Notes--------------------------------------",https://i.ytimg.com/vi/SPYO5tAtKx8/default.jpg,1214448.0,61956.0,0,13833.0,
UCuNU4az0fn-EaeiQOmfWNvg,Omar Grande Grande,,epB_uqY1D-U,22,2021-11-22T13:29:56Z,The Whitest Boy Alive Corona Capital 2021 completo,The Whitest Boy Alive #coronacapital,https://i.ytimg.com/vi/epB_uqY1D-U/default.jpg,95854.0,1805.0,0,138.0,the Whitest Boy Alive
UCXIJgqnII2ZOINSWNOGFThA,Fox News,,jLb0QeCQF_I,25,2022-09-28T01:45:01Z,Tucker Carlson: This is an atrocity,"Fox News host Tucker Carlson reacts to the possibility of sabotage to the Nord Stream pipelines on 'Tucker Carlson Tonight.' #FoxNews #tucker 

Subscribe to Fox News! https://bit.ly/2vaBUvAS
Watch more Fox News Video: http://video.foxnews.com
Watch Fox News Channel Live: http://www.foxnewsgo.com/

FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.

Watch full episodes of your favorite shows
The Five: http://video.foxnews.com/playlist/longform-the-five/
Special Report with Bret Baier: http://video.foxnews.com/playlist/longform-special-report/
Fox News Primetime: https://video.foxnews.com/playlist/on-air-fox-news-primetime/
Tucker Carlson Tonight: http://video.foxnews.com/playlist/longform-tucker-carlson-tonight/
Hannity:  http://video.foxnews.com/playlist/longform-hannity/
The Ingraham Angle: http://video.foxnews.com/playlist/longform-the-ingraham-angle/
Fox News @ Night: http://video.foxnews.com/playlist/longform-fox-news-night/

Follow Fox News on Facebook: https://www.facebook.com/FoxNews/
Follow Fox News on Twitter: https://twitter.com/FoxNews/
Follow Fox News on Instagram: https://www.instagram.com/foxnews/",https://i.ytimg.com/vi/jLb0QeCQF_I/default.jpg,1781195.0,73856.0,0,15180.0,"carlson,fnc,fox news,fox news channel,fox news media,fox news network,fox news voices,tucker,tucker carlson,tucker carlson monologue,tucker carlson monologue tonight,tucker carlson tonight,tucker monologue,tucker monologue tonight,tucker reacts,tucker tonight,Tucker Carlson Nord Stream,Ukraine,war in Ukraine,Ukraine war,war,war latest,Russia,Russia pipeline,Biden Nord Stream,Nord Stream,nord stream pipeline,nord stream sabotage,nord stream gas leak"
UCpwvZwUam-URkxB7g4USKpg,RT,,XtbXreCRTdE,25,2020-02-10T17:30:00Z,Russia reaffirms delivery of S-400 missiles to India in 2021,"Russia has reaffirmed - its deliveries of the S-400 anti-aircraft missile systems to India will start at the end of 2021. Moscow has long been the main supplier of military equipment to New Delhi - However, in recent years, India has lent slightly towards the US and Israel for its arms supply. And despite US  threats that India could face sanctions if it goes ahead with the S-400 deal  - it would now be difficult for Americans to impose measures on the country as it's going to impact the US-India defence relationship. RT’s Yulia Shapovalova has the story.

Subscribe to RT! https://www.youtube.com/channel/UCpwvZwUam-URkxB7g4USKpg?sub_confirmation=1

RT LIVE https://www.youtube.com/watch?v=IFAcqaNzNSc 

Check out http://rt.com

Like us on Facebook http://www.facebook.com/RTnews
Follow us on VK https://vk.com/rt_international
Follow us on Twitter http://twitter.com/RT_com
Follow us on Instagram http://instagram.com/rt
Follow us on Soundcloud https://soundcloud.com/rttv

#RT (Russia Today) is a global #news network broadcasting from Moscow, London, Paris and Washington studios to over 100 countries. RT is the first news channel to break the 1 billion YouTube views benchmark.",https://i.ytimg.com/vi/XtbXreCRTdE/default.jpg,72795.0,3266.0,0,833.0,"RT,Russia Today,news,india russia s 400 deal latest news,russia india s400 deal,india s400,india buys s 400 from russia,india russia s 400,india buys s400,india buys s 400 from russia rt,russia confirms s 400 delivery to india,s 400 india deal confirmed"
UC5O114-PQNYkurlTg6hekZw,United Nations,,3_0Ot3A8lXY,25,2022-06-29T18:42:17Z,Kenya on the deaths at the Moroccan/Spanish border at Melilla - Security Council | United Nations,"Informal comments to the media by Michael Kiboino, Deputy Permanent Representative of Kenya to the United Nations, on the incident by Melilla at the Security Council Media Stakeout.

Background:

GENEVA (28 June 2022) – The UN Committee on Migrant Workers (CMW) on Tuesday deplored the incidents that led to the deaths of at least 23 migrants as they tried to cross the border from Morocco into the Spanish enclave of Melilla last Friday.

It is yet to be determined whether the victims died falling from the fence, in a stampede, or as a result of any actions taken by the border control officers. The independent experts urged the two States to carry out immediate and thorough investigations and to hold those responsible to account. To avoid the repetition of such tragedies, the Committee also asked Morocco, Spain and the other EU States to expand the availability of pathways for safe and orderly migration, and take measures to guarantee and respect the right to seek and receive asylum. The Committee issued the following media statement:

“We are appalled by the deaths of these migrants who intended to cross the border to seek a better life based on their legitimate human rights.

We express our grave concern and deep sadness over this tragedy. We deplore the violations of the right to life, which is enshrined in the International Convention on Migrant Workers. Based on the information we have gathered, we remind all States that migrants shall not be subjected to any cruel, inhuman or degrading treatment or punishment. States must also guarantee that all policies and practices at borders effectively respect all human rights obligations, ensuring the right to life, dignity, security and physical integrity of migrants in all circumstances.

We also regret that there are wounded migrants and security forces officers, while it remains unclear whether minors are among those injured.",https://i.ytimg.com/vi/3_0Ot3A8lXY/default.jpg,8954.0,217.0,0,90.0,"UN,United Nations,Migrants,Spain,Melilla,Immigrants,Security Council,Kenya"
UC0QPApaWQ8q9ibo1B4HwegA,MUKESH RAJ,,7OCyMsSaO9U,22,2019-11-11T10:01:37Z,How to Activate CheetahTool,"Buy Now : www.GsmGenesis.com

You will get Cheetah Credit ID and Credits Password 
Login On Cheetah Website 
1- Go to Dashboard
2- Go to Enter Credit
3- Enter Your ID & Password 
4- Check Your Credits 
5- Click On Activate

After Activate Use Register Email ID 7 Password what you use during Register on Cheetah Tool Website !",https://i.ytimg.com/vi/7OCyMsSaO9U/default.jpg,739.0,3.0,0,2.0,"cheetah tool,samsung tool,lg tool,how to activate cheetah tool,cheetah tool activate"
UC_dYxTaNEnakbG5bZ5jdTpg,Yusuf Güzey,,pQTBL-i-QRM,10,2021-09-24T12:17:17Z,Kalp Yarası - Dizi Müzikleri,"00:00  Jenerik
01:19  Tuzak
02:08  Hande
03:38  Azade
05:06  İntikam
07:04  Jenerik Outro
09:05  Ayşe ile ferit
11:10  Duygusal
13:13  Ayşe
14:12  Gülümse
15:04  Aşkın Büyüsü
16:41  Mutluluk
18:13  Huzur
19:21  İçim Kanıyor
20:51  Ayşenin Acısı
23:06  Hüzünlü Veda
24:27  Hüzün
26:15  Hayallerim Seninle
27:33  Kalbim Senin
28:45  Kalp Yarası
30:46  Sana Söz Kalbim
33:43  Sana Söz Kalbim Dram
35:23  Sana Söz Kalbim Klarnet Slow

38:31  Sana Söz Kalbim Klarnet


⚪ Müzik ➡ Batuhan Fırat — Mustafa Güzel",https://i.ytimg.com/vi/pQTBL-i-QRM/default.jpg,195577.0,2289.0,0,122.0,
UCvdzeJaVPolqV98uTihFmXA,rioakiyama,,lHabDV6VebY,25,2011-10-30T02:40:25Z,10.29脱原発デモ『原発いらない福島の女たち』,"『原発いらない福島の女たちデモ』
「日比谷公園・中幸門〜東電本社前〜銀座〜東京駅前〜常磐公園」
2011年10月29日（土）12時～13時39分
東京都千代田区で開催された『原発いらない福島の女たちデモ』の記録映像です。
霞が関の経済産業省前に座り込む為に集まった「福島の女たち」を先頭に約1000名が脱原発を訴えて行進をしました。
常磐公園ですぐ解散になり挨拶はありませんでした。

この映像はHague Mini Motion-Camを使用して撮影しました。

撮影・編集：秋山理央
機材：SONY HDR-HC7、raynox HD-5050PRO、Hague Mini Motion-Cam
撮影情報：AEシフト・AF・WB晴れ・手ぶれ補正OFF（ズーム使用時ON）
重量：約1.3kg（カメラ約800g＋スタビライザ約500g）

秋山理央
http://nonukes710.exblog.jp/
http://twitter.com/#!/RIO_AKIYAMA",https://i.ytimg.com/vi/lHabDV6VebY/default.jpg,4413.0,50.0,0,7.0,"原発いらない福島の女たち,脱原発,genpatsu,nonukes,NO,NUKES,DEMO,demonstration,デモ,行進,原発,Hague,Mini,Motion-Cam,ステディカム,SONY,HDR-HC7"
UCS5xEhJJqdkKSL1wDwepQLA,傢傢只想睡前聽歌,,hJza1trMvm8,22,2021-12-24T10:24:31Z,"【Hololive Song / Gawr Gura Sing 唱歌】Madcon, Måneskin - Beggin (with Lyrics)","烤過的歌回中歌詞量偏多的一回 後製好久
休息到1/4號之後！
--------------------------------------------------------------------------------------------
【Gura 歌單 / Gura playlists】
https://www.youtube.com/playlist?list=PLTL3mnqQsGqcUinya5ua6AGD7CN_QspFm
--------------------------------------------------------------------------------------------
【副頻道 / Second Channel】
https://www.youtube.com/channel/UCCMw5cO1EHDIp4wpyPDmunw
--------------------------------------------------------------------------------------------
【歌詞 / Lyrics】
https://jt1901.pixnet.net/blog/post/354347968-m%C3%A5neskin-%E5%A4%A9%E9%9A%9B%E6%9C%88%E5%85%89%E6%A8%82%E5%9C%98---beggin%27-%E7%82%BA%E6%84%9B%E4%B9%9E%E6%B1%82%E3%80%90%E4%B8%AD%E6%96%87
--------------------------------------------------------------------------------------------
【Gawr Gura's Channel】​​
https://www.youtube.com/channel/UCoSrY_IQQVpmIRZ9Xf-y93g 
--------------------------------------------------------------------------------------------
【請我喝杯咖啡 ☕ / Buy Me A Coffee ☕】
https://www.buymeacoffee.com/chiachia",https://i.ytimg.com/vi/hJza1trMvm8/default.jpg,1626424.0,36595.0,0,380.0,"hololive singing,hololive songs,hololive 歌,hololive en,hololive english,歌回,guraoke,karaoke,gura singing,gura sing,gura sings,hololive sings"
UCYDCamhQqLG0C2E7pFCzMGw,Kyle's Film Garage ,,sQd1pHpIn-w,26,2020-08-14T16:00:55Z,How to make Mead like a Viking without special equipment!,"I am launching a channel just for this topic!
@WorldTreeBrews  
Give it a subscribe!

Thank you for joining me in this independent film journey! Sometimes it is a DIY world in indie film.  Being a filmmaker has its challenges but we just keep going!!
I started acting at a very young age. Went to the High School for the Performing and Visual Arts in Houston. 
I have been ding it ever since. Been a film producer an art director and everything from a comedy actor to a horror actor.
 May not be a celebrity but that has never really been the goal. If you are an actor , welcome and keep going!! If you are a film fan thank you for being here. We truly cannot do it without you!


Please grab a shirt at my Etsy link to support the channel!! 

https://www.etsy.com/listing/579442786/viking-compass-t-shirt-this-is-a-good



 My goal here is to make solar powered films. If you dont need a shirt then 
please join my patreon to be a part of the magic. I will share behind the scenes stuff that you will only find there!
https://www.patreon.com/kylehesteractorguy

You can also support independent film by watching on Amazon and leaving an awesome review. It all helps with the algorithm!
You can check out Zombie With a Shotgun below. I play a bounty hunter in New York City. 
https://www.amazon.com/Zombie-Shotgun-Braeden-Baade/dp/B07ZS4NH4V/ref=sr_1_1?dchild=1&keywords=zombie+with+a+shotgun&qid=1596318994&sr=8-1

If you like dark psychological horror then check out 
The Chair! Starring Roddy Piper
I play a sadistic prison guard along side Zach Galligan and Noah Hathaway.
https://www.amazon.com/Chair-Roddy-Piper/dp/B07Z5DXM2F/ref=sr_1_5?dchild=1&keywords=the+chair&qid=1596319130&sr=8-5

These films are possible because of fan funding!! It would not be possible without you. Thank you for supporting independent film!!!",https://i.ytimg.com/vi/sQd1pHpIn-w/default.jpg,10339.0,461.0,0,125.0,"actor,short film,horror actor,film maker,indiefilm,movie trailers,indie movie,celebrity news,indie film,diy filmmaking,fan funding,diy,thriller,film producer,how do you make mead,what is mead,mead,how to make mead,make mead,viking blood,mead making,diy mead"
UCjacRo8crmvJuQt6nyFXyBg,LIVEKINDLY,,QoBx97JHcKE,25,2019-02-12T19:08:30Z,"MEAT AND DAIRY CAUSE CANCER - Dr T. Colin Campbell's ""The China Study"" | LIVEKINDLY","Dr. T. Colin Campbell reveals how a vegan can prevent diseases like cancer. 

After embarking on extensive lab research, and a study of rural Chinese populations,  Dr. Campbell wrote ""The China Study."" A popular book in vegan communities, Dr. Campbell's empirical evidence shows the harmful and carcinogenic effects of an animal-based diet, and the disease preventing properties of plant-based foods. 

Let's stop cancer, with fruits, vegetables, beans, nuts and seeds. 

For more information on Dr. Campbell: https://nutritionstudies.org/about/dr-t-colin-campbell/

#DrColinCampbell #TheChinaStudy #VeganNutrition

LIVEKINDLY is your home for informative, thought-provoking content for humanity, our home, and those who share it with us. Featuring new plant-based videos every Tuesday and a weekly vegan news recap every Friday.

FOLLOW US:
----------------------------------------
🥑 MEAL PLANNER: https://meals.livekindly.co/
📚GET OUR FREE E-BOOK:
https://www.livekindly.co/sign-up/

📲SOCIAL:
Facebook: https://www.facebook.com/livekindlyco/
Twitter: https://twitter.com/livekindlyco
Instagram: https://www.instagram.com/livekindlyco/
LinkedIn: https://www.linkedin.com/company/livekindly/

MUSIC:
Bedtime Stories by mezhdunami. https://soundcloud.com/mezhdunami
Creative Commons — Attribution 3.0 Unported — CC BY 3.0
https://creativecommons.org/licenses/...
Music promoted by Audio Library https://youtu.be/WCYCRged0r0

Polaroid by extenz https://soundcloud.com/extenz
Creative Commons — Attribution 3.0 Unported  — CC BY 3.0 
http://creativecommons.org/licenses/b...
Music promoted by Audio Library https://youtu.be/YnipBtKvnAo

Blur (2018) by ryan https://soundcloud.com/rsfmu
Creative Commons — Attribution 3.0 Unported  — CC BY 3.0 
http://creativecommons.org/licenses/b...
Music promoted by Audio Library https://youtu.be/hxFToWxmI0M",https://i.ytimg.com/vi/QoBx97JHcKE/default.jpg,225827.0,6013.0,0,1013.0,"vegan news,plant based news,dr campbell,dr t colin campbell,vegan nutrition,vegan doctor,vegan health,vegan health expert,the china study,the china study explained,cancer prevention,meat eaters,carnivore diet,plant based diet,china diet,american diet,forks over knives,treat cancer naturally,vegan for health,plant based nutrition,nutrition facts,nutrition studies,vegan diet explained,vegan diet benefits,livekindly,standard american diet"
UC1MpyBfxwfTRyus1z2E8uNQ,Hokori2013,,99UeLIAxJu4,27,2013-09-11T16:28:33Z,金美齢【字幕付き】伝説の靖国スピーチ,"心に響く、素晴らしいスピーチです。字幕を付けてみました。
大勢の方々にみてもらいたいので、是非拡散お願いします。",https://i.ytimg.com/vi/99UeLIAxJu4/default.jpg,291389.0,6245.0,0,305.0,"靖国,護国,大東亜戦争,反日,韓国,英霊,ゼロ戦,特攻隊,神風,金美齢,そこまで言って,感動,泣ける,伝説,台湾,中国,アメリカ,字幕,神社,お盆,太平洋,世界対戦,永遠の,学徒,歴史,終戦,詔勅,英霊来世,神道,阿倍総理,たかじんの,委員会,タックル,三宅久幸,特別攻撃隊,菊水作戦,ミッドウェイ,香港,軍国少女,帰化,日本人,誇り,あさがお,日教組,創価学会,統一教会,オウム,凶悪犯罪,尖閣諸島,竹島,青山,繁治,天皇家,日本国,大日本帝国"
